t_s,reward_t,episode_return,num_intersections,totalQ_list,avg_delay_list,accidents_list,num_accident_clusters,max_cluster_size
864.0,-4764.2062286618175,-2864506.7215293376,4,373.8370;1031.3186;1005.4874;1279.2951,1068.1057;2946.6246;2872.8212;3655.1289,1;1;1;1,0,0
865.0,-4775.393156004778,-2869282.114685342,4,375.1996;1033.6612;1008.2867;1281.4916,1071.9988;2953.3178;2880.8192;3661.4045,1;1;1;1,0,0
866.0,-4786.580800637024,-2874068.6954859793,4,376.5622;1036.0044;1011.0859;1283.6882,1075.8919;2960.0125;2888.8169;3667.6805,1;1;1;1,0,0
867.0,-4797.7691585484945,-2878866.464644528,4,377.9247;1038.3480;1013.8850;1285.8849,1079.7849;2966.7087;2896.8142;3673.9570,1;1;1;1,0,0
868.0,-4808.958225761829,-2883675.42287029,4,379.2872;1040.6922;1016.6839;1288.0819,1083.6778;2973.4063;2904.8113;3680.2340,1;1;1;1,0,0
869.0,-4820.147998332036,-2888495.570868622,4,380.6498;1043.0369;1019.4828;1290.2790,1087.5708;2980.1053;2912.8080;3686.5115,1;1;1;1,0,0
870.0,-4831.338472346137,-2893326.9093409684,4,382.0123;1045.3820;1022.2815;1292.4763,1091.4637;2986.8058;2920.8044;3692.7894,1;1;1;1,0,0
871.0,-4842.529643922835,-2898169.4389848914,4,383.3748;1047.7277;1025.0802;1294.6737,1095.3565;2993.5077;2928.8005;3699.0678,1;1;1;1,0,0
872.0,-4853.72150921218,-2903023.1604941036,4,384.7373;1050.0739;1027.8787;1296.8713,1099.2493;3000.2110;2936.7963;3705.3467,1;1;1;1,0,0
873.0,-4864.914064395235,-2907888.074558499,4,386.0997;1052.4205;1030.6771;1299.0691,1103.1421;3006.9158;2944.7918;3711.6260,1;1;1;1,0,0
874.0,-4876.1073056837595,-2912764.1818641825,4,387.4622;1054.7677;1033.4754;1301.2670,1107.0349;3013.6219;2952.7870;3717.9058,1;1;1;1,0,0
875.0,-4887.301229319881,-2917651.4830935025,4,388.8247;1057.1153;1036.2736;1303.4651,1110.9276;3020.3294;2960.7819;3724.1861,1;1;1;1,0,0
876.0,-4898.495831575779,-2922549.978925078,4,390.1871;1059.4634;1039.0717;1305.6634,1114.8203;3027.0383;2968.7764;3730.4669,1;1;1;1,0,0
877.0,-4909.691108753375,-2927459.6700338316,4,391.5495;1061.8120;1041.8697;1307.8618,1118.7129;3033.7486;2976.7707;3736.7480,1;1;1;1,0,0
878.0,-4920.887057184022,-2932380.557091016,4,392.9119;1064.1611;1044.6676;1310.0604,1122.6055;3040.4603;2984.7647;3743.0297,1;1;1;1,0,0
879.0,-4932.0836732282,-2937312.640764244,4,394.2743;1066.5106;1047.4654;1312.2591,1126.4981;3047.1733;2992.7583;3749.3118,1;1;1;1,0,0
880.0,-4943.280953275209,-2942255.921717519,4,395.6367;1068.8607;1050.2631;1314.4580,1130.3907;3053.8877;3000.7517;3755.5943,1;1;1;1,0,0
881.0,-4954.4788937428875,-2947210.400611262,4,396.9991;1071.2112;1053.0607;1316.6570,1134.2832;3060.6034;3008.7448;3761.8773,1;1;1;1,0,0
