t_s,reward_t,episode_return,num_intersections,totalQ_list,avg_delay_list,accidents_list,num_accident_clusters,max_cluster_size
183.0,-1500.6241710431138,-148245.70003184318,4,223.2158;341.0856;361.7515;225.5437,637.7594;974.5302;1033.5756;644.4107,1;1;1;1,0,0
184.0,-1508.9258602233149,-149754.62589206648,4,224.3469;342.8736;363.6404;227.1926,640.9910;979.6388;1038.9725;649.1218,1;1;1;1,0,0
185.0,-1517.2271864500308,-151271.85307851652,4,225.4779;344.6613;365.5294;228.8414,644.2225;984.7466;1044.3698;653.8326,1;1;1;1,0,0
186.0,-1525.5281525876028,-152797.3812311041,4,226.6088;346.4488;367.4187;230.4900,647.4538;989.8536;1049.7677;658.5430,1;1;1;1,0,0
187.0,-1533.8287614724259,-154331.20999257654,4,227.7397;348.2360;369.3081;232.1386,650.6850;994.9599;1055.1660;663.2530,1;1;1;1,0,0
188.0,-1542.1290159131215,-155873.33900848965,4,228.8706;350.0229;371.1977;233.7869,653.9160;1000.0653;1060.5649;667.9627,1;1;1;1,0,0
189.0,-1550.4289186907206,-157423.76792718036,4,230.0014;351.8095;373.0875;235.4352,657.1469;1005.1700;1065.9642;672.6720,1;1;1;1,0,0
190.0,-1558.7284725588509,-158982.4963997392,4,231.1322;353.5959;374.9774;237.0834,660.3776;1010.2739;1071.3640;677.3811,1;1;1;1,0,0
191.0,-1567.0276802439319,-160549.52407998312,4,232.2629;355.3820;376.8675;238.7314,663.6082;1015.3771;1076.7643;682.0897,1;1;1;1,0,0
192.0,-1575.3265444453748,-162124.8506244285,4,233.3936;357.1678;378.7577;240.3793,666.8387;1020.4795;1082.1650;686.7980,1;1;1;1,0,0
193.0,-1583.6250678357892,-163708.4756922643,4,234.5242;358.9534;380.6482;242.0271,670.0691;1025.5811;1087.5661;691.5060,1;1;1;1,0,0
194.0,-1591.9232530611932,-165300.3989453255,4,235.6547;360.7387;382.5387;243.6748,673.2993;1030.6821;1092.9678;696.2137,1;1;1;1,0,0
195.0,-1600.2211027412272,-166900.62004806672,4,236.7853;362.5238;384.4294;245.3224,676.5293;1035.7823;1098.3698;700.9211,1;1;1;1,0,0
196.0,-1608.518619469372,-168509.13866753608,4,237.9157;364.3086;386.3203;246.9698,679.7592;1040.8818;1103.7723;705.6281,1;1;1;1,0,0
197.0,-1616.815805813172,-170125.95447334927,4,239.0462;366.0932;388.2113;248.6172,682.9890;1045.9805;1109.1752;710.3348,1;1;1;1,0,0
198.0,-1375.3926511581783,-171501.34712450745,4,240.1996;367.8651;196.0844;250.0452,686.2846;1051.0430;560.2411;714.4149,1;1;1;1,0,0
199.0,-1383.53586957419,-172884.88299408165,4,241.3529;369.6372;198.0627;251.4751,689.5798;1056.1062;565.8935;718.5002,1;1;1;1,0,0
200.0,-1391.681004782783,-174276.56399886444,4,242.5061;371.4095;200.0406;252.9068,692.8746;1061.1699;571.5447;722.5908,1;1;1;1,0,0
201.0,-1399.828016007932,-175676.39201487237,4,243.6591;373.1820;202.0182;254.3403,696.1690;1066.2343;577.1948;726.6864,1;1;1;1,0,0
202.0,-1407.9768635258072,-177084.36887839818,4,244.8120;374.9547;203.9953;255.7755,699.4630;1071.2992;582.8437;730.7871,1;1;1;1,0,0
203.0,-1416.1275086325195,-178500.4963870307,4,245.9648;376.7276;205.9721;257.2125,702.7566;1076.3647;588.4916;734.8928,1;1;1;1,0,0
204.0,-1424.2799136129995,-179924.7763006437,4,247.1174;378.5007;207.9484;258.6512,706.0497;1081.4306;594.1383;739.0033,1;1;1;1,0,0
205.0,-1432.4340417109656,-181357.21034235467,4,248.2699;380.2740;209.9244;260.0915,709.3425;1086.4971;599.7840;743.1186,1;1;1;1,0,0
206.0,-1440.5898570999439,-182797.80019945462,4,249.4222;382.0474;211.9000;261.5335,712.6350;1091.5641;605.4286;747.2387,1;1;1;1,0,0
207.0,-1448.7473248552856,-184246.54752430992,4,250.5744;383.8211;213.8752;262.9772,715.9270;1096.6316;611.0721;751.3633,1;1;1;1,0,0
208.0,-1456.9064109271637,-185703.45393523708,4,251.7265;385.5948;215.8501;264.4224,719.2186;1101.6995;616.7146;755.4926,1;1;1;1,0,0
209.0,-1465.067082114493,-187168.52101735157,4,252.8785;387.3687;217.8246;265.8692,722.5099;1106.7679;622.3561;759.6263,1;1;1;1,0,0
210.0,-1473.229306039745,-188641.75032339132,4,254.0303;389.1428;219.7988;267.3176,725.8008;1111.8366;627.9965;763.7645,1;1;1;1,0,0
211.0,-1481.393051124629,-190123.14337451593,4,255.1820;390.9170;221.7726;268.7675,729.0913;1116.9058;633.6359;767.9071,1;1;1;1,0,0
212.0,-1489.558286566593,-191612.70166108254,4,256.3335;392.6914;223.7460;270.2189,732.3815;1121.9754;639.2743;772.0539,1;1;1;1,0,0
213.0,-1497.7249823161287,-193110.42664339868,4,257.4850;394.4659;225.7191;271.6717,735.6713;1127.0453;644.9117;776.2050,1;1;1;1,0,0
214.0,-1505.8931090548358,-194616.3197524535,4,258.6363;396.2405;227.6918;273.1261,738.9607;1132.1156;650.5481;780.3602,1;1;1;1,0,0
215.0,-1514.062638174228,-196130.38239062772,4,259.7874;398.0152;229.6643;274.5818,742.2498;1137.1863;656.1836;784.5195,1;1;1;1,0,0
216.0,-1522.2335417552472,-197652.61593238296,4,260.9385;399.7900;231.6363;276.0390,745.5385;1142.2573;661.8181;788.6829,1;1;1;1,0,0
217.0,-1530.405792548459,-199183.02172493143,4,262.0894;401.5650;233.6081;277.4976,748.8269;1147.3286;667.4516;792.8503,1;1;1;1,0,0
218.0,-1538.5793639549067,-200721.60108888632,4,263.2402;403.3401;235.5795;278.9575,752.1149;1152.4002;673.0842;797.0215,1;1;1;1,0,0
219.0,-1546.7542300075988,-202268.3553188939,4,264.3909;405.1152;237.5505;280.4188,755.4026;1157.4721;678.7158;801.1967,1;1;1;1,0,0
220.0,-1554.9303653536026,-203823.2856842475,4,265.5415;406.8905;239.5213;281.8815,758.6899;1162.5443;684.3466;805.3757,1;1;1;1,0,0
221.0,-1563.1077452367285,-205386.39342948422,4,266.6919;408.6659;241.4917;283.3454,761.9769;1167.6167;689.9764;809.5584,1;1;1;1,0,0
222.0,-1571.2863454807775,-206957.67977496498,4,267.8422;410.4413;243.4618;284.8107,765.2635;1172.6894;695.6053;813.7448,1;1;1;1,0,0
223.0,-1579.466142473332,-208537.14591743832,4,268.9924;412.2168;245.4316;286.2772,768.5498;1177.7624;701.2333;817.9349,1;1;1;1,0,0
224.0,-1587.647113150073,-210124.7930305884,4,270.1425;413.9925;247.4011;287.7450,771.8358;1182.8356;706.8604;822.1285,1;1;1;1,0,0
225.0,-1595.829234979601,-211720.622265568,4,271.2925;415.7682;249.3703;289.2140,775.1214;1187.9090;712.4866;826.3257,1;1;1;1,0,0
226.0,-1604.012485948746,-213324.63475151674,4,272.4423;417.5439;251.3392;290.6843,778.4067;1192.9827;718.1120;830.5265,1;1;1;1,0,0
227.0,-1612.1968445483444,-214936.83159606508,4,273.5921;419.3198;253.3078;292.1557,781.6917;1198.0565;723.7364;834.7306,1;1;1;1,0,0
228.0,-1620.3822897594684,-216557.21388582455,4,274.7417;421.0957;255.2760;293.6284,784.9763;1203.1305;729.3601;838.9382,1;1;1;1,0,0
229.0,-1628.5688010400966,-218185.78268686464,4,275.8912;422.8717;257.2440;295.1022,788.2606;1208.2047;734.9829;843.1491,1;1;1;1,0,0
230.0,-1636.7563583121957,-219822.53904517685,4,277.0406;424.6477;259.2117;296.5772,791.5446;1213.2791;740.6048;847.3633,1;1;1;1,0,0
231.0,-1644.944941949219,-221467.48398712606,4,278.1899;426.4238;261.1791;298.0533,794.8283;1218.3537;746.2259;851.5808,1;1;1;1,0,0
232.0,-1653.1345327639856,-223120.61851989003,4,279.3391;428.1999;263.1462;299.5305,798.1117;1223.4284;751.8462;855.8015,1;1;1;1,0,0
233.0,-1661.3251119969466,-224781.94363188697,4,280.4882;429.9762;265.1130;301.0089,801.3948;1228.5033;757.4657;860.0254,1;1;1;1,0,0
234.0,-1669.5166613048063,-226451.46029319178,4,281.6371;431.7524;267.0795;302.4883,804.6775;1233.5783;763.0844;864.2524,1;1;1;1,0,0
235.0,-1677.7091627495024,-228129.16945594127,4,282.7860;433.5287;269.0458;303.9689,807.9599;1238.6535;768.7023;868.4825,1;1;1;1,0,0
236.0,-1685.902598787521,-229815.07205472878,4,283.9347;435.3051;271.0118;305.4505,811.2421;1243.7287;774.3193;872.7156,1;1;1;1,0,0
237.0,-1694.096952259539,-231509.16900698832,4,285.0834;437.0814;272.9775;306.9331,814.5239;1248.8041;779.9356;876.9518,1;1;1;1,0,0
238.0,-1702.2922063803846,-233211.4612133687,4,286.2319;438.8579;274.9429;308.4168,817.8054;1253.8796;785.5511;881.1909,1;1;1;1,0,0
239.0,-1710.4883447293012,-234921.949558098,4,287.3803;440.6343;276.9081;309.9016,821.0867;1258.9552;791.1659;885.4330,1;1;1;1,0,0
240.0,-1718.6853512405055,-236640.6349093385,4,288.5287;442.4108;278.8730;311.3873,824.3676;1264.0309;796.7799;889.6780,1;1;1;1,0,0
241.0,-1726.88321019403,-238367.51811953253,4,289.6769;444.1873;280.8376;312.8740,827.6482;1269.1067;802.3931;893.9258,1;1;1;1,0,0
242.0,-1735.0819062068426,-240102.60002573938,4,290.8250;445.9639;282.8019;314.3617,830.9286;1274.1826;808.0056;898.1764,1;1;1;1,0,0
243.0,-1743.2814242242284,-241845.8814499636,4,291.9730;447.7405;284.7660;315.8504,834.2086;1279.2585;813.6173;902.4299,1;1;1;1,0,0
244.0,-1751.4817495114287,-243597.36319947505,4,293.1209;449.5171;286.7299;317.3401,837.4884;1284.3345;819.2283;906.6860,1;1;1;1,0,0
245.0,-1759.6828676455289,-245357.04606712057,4,294.2688;451.2937;288.6935;318.8307,840.7679;1289.4106;824.8385;910.9449,1;1;1;1,0,0
246.0,-1767.8847645075857,-247124.93083162815,4,295.4165;453.0704;290.6568;320.3223,844.0471;1294.4867;830.4481;915.2065,1;1;1;1,0,0
247.0,-1776.087426274982,-248901.01825790314,4,296.5641;454.8470;292.6199;321.8148,847.3260;1299.5629;836.0569;919.4707,1;1;1;1,0,0
248.0,-1784.2908394140113,-250685.30909731716,4,297.7116;456.6237;294.5827;323.3081,850.6046;1304.6392;841.6650;923.7376,1;1;1;1,0,0
249.0,-1792.494990672674,-252477.80408798985,4,298.8590;458.4004;296.5453;324.8024,853.8830;1309.7154;847.2724;928.0070,1;1;1;1,0,0
250.0,-1800.6998670736848,-254278.50395506353,4,300.0064;460.1771;298.5077;326.2976,857.1610;1314.7917;852.8791;932.2789,1;1;1;1,0,0
251.0,-1808.9054559076799,-256087.40941097122,4,301.1536;461.9538;300.4698;327.7937,860.4388;1319.8681;858.4851;936.5534,1;1;1;1,0,0
252.0,-1817.1117447266229,-257904.52115569785,4,302.3007;463.7306;302.4316;329.2906,863.7164;1324.9444;864.0904;940.8304,1;1;1;1,0,0
253.0,-1825.3187213373976,-259729.83987703524,4,303.4478;465.5073;304.3933;330.7885,866.9936;1330.0208;869.6951;945.1099,1;1;1;1,0,0
254.0,-1833.5263737955838,-261563.36625083082,4,304.5947;467.2840;306.3547;332.2871,870.2706;1335.0972;875.2990;949.3917,1;1;1;1,0,0
255.0,-1841.734690399412,-263405.10094123025,4,305.7416;469.0608;308.3158;333.7866,873.5473;1340.1737;880.9023;953.6760,1;1;1;1,0,0
256.0,-1849.9436596838864,-265255.0446009141,4,306.8883;470.8375;310.2767;335.2869,876.8238;1345.2501;886.5050;957.9627,1;1;1;1,0,0
257.0,-1858.1532704150752,-267113.1978713292,4,308.0350;472.6143;312.2374;336.7881,880.1000;1350.3265;892.1069;962.2517,1;1;1;1,0,0
258.0,-1866.3635115845636,-268979.5613829138,4,309.1816;474.3910;314.1979;338.2900,883.3759;1355.4029;897.7082;966.5430,1;1;1;1,0,0
259.0,-1874.5743724040567,-270854.13575531787,4,310.3281;476.1678;316.1581;339.7928,886.6516;1360.4793;903.3089;970.8366,1;1;1;1,0,0
260.0,-1882.7858423001385,-272736.921597618,4,311.4744;477.9445;318.1181;341.2964,889.9270;1365.5557;908.9090;975.1324,1;1;1;1,0,0
261.0,-1890.997910909172,-274627.9195085272,4,312.6207;479.7212;320.0779;342.8007,893.2021;1370.6321;914.5083;979.4305,1;1;1;1,0,0
262.0,-1899.2105680723434,-276527.13007659954,4,313.7670;481.4980;322.0375;344.3058,896.4770;1375.7085;920.1071;983.7309,1;1;1;1,0,0
263.0,-1907.4238038308413,-278434.5538804304,4,314.9131;483.2747;323.9968;345.8117,899.7517;1380.7848;925.7052;988.0334,1;1;1;1,0,0
264.0,-1915.6376084211674,-280350.19148885156,4,316.0591;485.0514;325.9560;347.3183,903.0261;1385.8611;931.3028;992.3380,1;1;1;1,0,0
265.0,-1923.8519722705776,-282274.04346112214,4,317.2051;486.8281;327.9149;348.8257,906.3002;1390.9374;936.8997;996.6448,1;1;1;1,0,0
266.0,-1932.0668859926445,-284206.1103471148,4,318.3509;488.6048;329.8736;350.3338,909.5741;1396.0137;942.4960;1000.9538,1;1;1;1,0,0
267.0,-1940.2823403829448,-286146.3926874977,4,319.4967;490.3815;331.8321;351.8427,912.8478;1401.0899;948.0916;1005.2648,1;1;1;1,0,0
268.0,-1948.4983264148555,-288094.89101391257,4,320.6424;492.1581;333.7904;353.3522,916.1212;1406.1661;953.6867;1009.5778,1;1;1;1,0,0
269.0,-1956.7148352354707,-290051.605849148,4,321.7880;493.9348;335.7484;354.8625,919.3943;1411.2422;959.2812;1013.8930,1;1;1;1,0,0
270.0,-1964.9318581616246,-292016.53770730965,4,322.9335;495.7114;337.7063;356.3735,922.6673;1416.3183;964.8751;1018.2101,1;1;1;1,0,0
271.0,-1973.1493866760197,-293989.6870939857,4,324.0790;497.4880;339.6639;357.8852,925.9399;1421.3944;970.4684;1022.5293,1;1;1;1,0,0
272.0,-1981.3674124234603,-295971.05450640916,4,325.2243;499.2646;341.6214;359.3976,929.2124;1426.4704;976.0611;1026.8504,1;1;1;1,0,0
273.0,-1989.5859272071843,-297960.64043361635,4,326.3696;501.0412;343.5786;360.9107,932.4846;1431.5463;981.6533;1031.1734,1;1;1;1,0,0
274.0,-1997.8049229852907,-299958.4453566016,4,327.5148;502.8178;345.5357;362.4245,935.7566;1436.6222;987.2448;1035.4985,1;1;1;1,0,0
275.0,-2006.024391867265,-301964.4697484689,4,328.6599;504.5943;347.4925;363.9389,939.0283;1441.6980;992.8359;1039.8254,1;1;1;1,0,0
276.0,-2014.2443261105914,-303978.7140745795,4,329.8049;506.3708;349.4492;365.4540,942.2998;1446.7738;998.4263;1044.1542,1;1;1;1,0,0
277.0,-2022.4647181174548,-306001.1787926969,4,330.9499;508.1473;351.4057;366.9697,945.5711;1451.8495;1004.0162;1048.4849,1;1;1;1,0,0
278.0,-2030.6855604315288,-308031.8643531284,4,332.0947;509.9238;353.3619;368.4861,948.8421;1456.9251;1009.6055;1052.8174,1;1;1;1,0,0
279.0,-2038.906845734848,-310070.7711988633,4,333.2395;511.7002;355.3180;370.0031,952.1129;1462.0006;1015.1943;1057.1518,1;1;1;1,0,0
280.0,-2047.1285668447574,-312117.899765708,4,334.3842;513.4766;357.2739;371.5208,955.3835;1467.0761;1020.7825;1061.4880,1;1;1;1,0,0
281.0,-2055.350716710945,-314173.250482419,4,335.5289;515.2530;359.2296;373.0391,958.6539;1472.1515;1026.3702;1065.8260,1;1;1;1,0,0
282.0,-2063.573288412547,-316236.8237708315,4,336.6734;517.0294;361.1851;374.5580,961.9240;1477.2269;1031.9573;1070.1658,1;1;1;1,0,0
283.0,-2071.7962751553255,-318308.62004598684,4,337.8179;518.8057;363.1404;376.0776,965.1939;1482.3021;1037.5439;1074.5073,1;1;1;1,0,0
284.0,-2080.0196702689236,-320388.63971625577,4,338.9623;520.5820;365.0955;377.5977,968.4636;1487.3773;1043.1300;1078.8506,1;1;1;1,0,0
285.0,-2088.243467204184,-322476.8831834599,4,340.1066;522.3583;367.0504;379.1184,971.7331;1492.4524;1048.7156;1083.1955,1;1;1;1,0,0
286.0,-2096.4676595305395,-324573.35084299045,4,341.2508;524.1346;369.0052;380.6398,975.0024;1497.5274;1054.3006;1087.5422,1;1;1;1,0,0
287.0,-2104.6922409334657,-326678.0430839239,4,342.3950;525.9108;370.9598;382.1617,978.2714;1502.6023;1059.8851;1091.8906,1;1;1;1,0,0
288.0,-2112.9172052119998,-328790.9602891359,4,343.5391;527.6870;372.9142;383.6842,981.5403;1507.6771;1065.4691;1096.2407,1;1;1;1,0,0
289.0,-2121.142546276321,-330912.10283541225,4,344.6831;529.4631;374.8684;385.2073,984.8089;1512.7519;1071.0526;1100.5924,1;1;1;1,0,0
290.0,-2129.3682581453895,-333041.47109355766,4,345.8270;531.2393;376.8224;386.7310,988.0773;1517.8265;1076.6356;1104.9457,1;1;1;1,0,0
291.0,-2137.5943349446447,-335179.0654285023,4,346.9709;533.0154;378.7763;388.2552,991.3455;1522.9010;1082.2180;1109.3007,1;1;1;1,0,0
292.0,-2145.820770903765,-337324.88619940606,4,348.1147;534.7914;380.7300;389.7800,994.6134;1527.9755;1087.8000;1113.6572,1;1;1;1,0,0
293.0,-2154.0475603544714,-339478.9337597605,4,349.2584;536.5674;382.6835;391.3054,997.8812;1533.0498;1093.3815;1118.0154,1;1;1;1,0,0
294.0,-2162.2746977283964,-341641.2084574889,4,350.4021;538.3434;384.6369;392.8313,1001.1488;1538.1241;1098.9625;1122.3751,1;1;1;1,0,0
295.0,-2170.5021775549994,-343811.7106350439,4,351.5456;540.1194;386.5900;394.3577,1004.4161;1543.1983;1104.5429;1126.7364,1;1;1;1,0,0
296.0,-2178.7299944595316,-345990.44062950346,4,352.6892;541.8953;388.5430;395.8847,1007.6833;1548.2723;1110.1230;1131.0992,1;1;1;1,0,0
297.0,-2186.958143161056,-348177.3987726645,4,353.8326;543.6712;390.4959;397.4122,1010.9502;1553.3463;1115.7025;1135.4636,1;1;1;1,0,0
298.0,-2195.1866184705086,-350372.585391135,4,354.9759;545.4470;392.4485;398.9403,1014.2170;1558.4201;1121.2815;1139.8294,1;1;1;1,0,0
299.0,-2203.41541528881,-352576.00080642384,4,356.1192;547.2228;394.4010;400.4689,1017.4835;1563.4938;1126.8601;1144.1968,1;1;1;1,0,0
300.0,-2211.64452860502,-354787.6453350289,4,357.2625;548.9986;396.3534;401.9980,1020.7499;1568.5675;1132.4382;1148.5657,1;1;1;1,0,0
301.0,-2219.873953494541,-357007.5192885234,4,358.4056;550.7743;398.3055;403.5276,1024.0160;1573.6410;1138.0158;1152.9360,1;1;1;1,0,0
302.0,-2228.103685117359,-359235.6229736408,4,359.5487;552.5500;400.2575;405.0577,1027.2820;1578.7144;1143.5930;1157.3077,1;1;1;1,0,0
303.0,-2236.3337187163265,-361471.95669235714,4,360.6917;554.3257;402.2094;406.5883,1030.5477;1583.7877;1149.1697;1161.6810,1;1;1;1,0,0
304.0,-2244.564049615491,-363716.5207419726,4,361.8346;556.1013;404.1611;408.1195,1033.8133;1588.8609;1154.7459;1166.0556,1;1;1;1,0,0
305.0,-2252.7946732184573,-365969.31541519106,4,362.9775;557.8769;406.1126;409.6511,1037.0786;1593.9339;1160.3217;1170.4317,1;1;1;1,0,0
306.0,-2261.0255850067915,-368230.34100019786,4,364.1203;559.6524;408.0640;411.1832,1040.3438;1599.0069;1165.8970;1174.8091,1;1;1;1,0,0
307.0,-2269.256780538461,-370499.59778073634,4,365.2631;561.4279;410.0152;412.7158,1043.6088;1604.0797;1171.4719;1179.1880,1;1;1;1,0,0
308.0,-2037.527603961163,-372537.1253846975,4,183.7882;562.9739;412.0196;414.2953,525.1091;1608.4969;1177.1990;1183.7008,0;1;1;1,0,0
309.0,-2045.6114859983131,-374582.73687069584,4,184.9447;564.5209;414.0237;415.8752,528.4133;1612.9170;1182.9249;1188.2147,0;1;1;1,0,0
310.0,-2058.6964372793436,-376641.4333079752,4,186.1010;566.0690;416.0274;417.4554,531.7172;1617.3399;1188.6498;1192.7296,1;1;1;1,0,0
311.0,-2066.782444399373,-378708.21575237456,4,187.2572;567.6180;418.0307;419.0359,535.0206;1621.7658;1194.3735;1197.2456,1;1;1;1,0,0
312.0,-2074.8694941721424,-380783.0852465467,4,188.4133;569.1680;420.0336;420.6169,538.3237;1626.1944;1200.0961;1201.7625,1;1;1;1,0,0
313.0,-2082.957573625683,-382866.0428201724,4,189.5692;570.7191;422.0362;422.1981,541.6263;1630.6259;1205.8176;1206.2804,1;1;1;1,0,0
314.0,-2091.0466699980866,-384957.0894901705,4,190.7250;572.2710;424.0383;423.7798,544.9285;1635.0601;1211.5380;1210.7993,1;1;1;1,0,0
315.0,-2099.1367707333725,-387056.2262609039,4,191.8806;573.8240;426.0401;425.3617,548.2303;1639.4971;1217.2574;1215.3191,1;1;1;1,0,0
316.0,-2107.227863477447,-389163.4541243813,4,193.0361;575.3779;428.0415;426.9440,551.5317;1643.9368;1222.9756;1219.8400,1;1;1;1,0,0
317.0,-2115.3199360741596,-391278.77406045544,4,194.1915;576.9327;430.0425;428.5266,554.8327;1648.3793;1228.6928;1224.3617,1;1;1;1,0,0
318.0,-2123.4129765614457,-393402.1870370169,4,195.3467;578.4885;432.0431;430.1095,558.1334;1652.8243;1234.4089;1228.8844,1;1;1;1,0,0
319.0,-2131.5069731675585,-395533.69401018444,4,196.5018;580.0452;434.0434;431.6928,561.4336;1657.2721;1240.1240;1233.4080,1;1;1;1,0,0
320.0,-2139.6019143073872,-397673.29592449183,4,197.6567;581.6029;436.0433;433.2764,564.7334;1661.7225;1245.8380;1237.9326,1;1;1;1,0,0
321.0,-2147.6977885788565,-399820.9937130707,4,198.8115;583.1614;438.0428;434.8603,568.0329;1666.1754;1251.5510;1242.4580,1;1;1;1,0,0
322.0,-2155.7945847594106,-401976.7882978301,4,199.9662;584.7208;440.0420;436.4445,571.3319;1670.6310;1257.2629;1246.9844,1;1;1;1,0,0
323.0,-2163.8922918025696,-404140.68058963266,4,201.1207;586.2812;442.0408;438.0291,574.6306;1675.0891;1262.9738;1251.5116,1;1;1;1,0,0
324.0,-2171.9908988345733,-406312.67148846725,4,202.2751;587.8424;444.0393;439.6139,577.9289;1679.5497;1268.6837;1256.0397,1;1;1;1,0,0
325.0,-2180.0903951510873,-408492.76188361837,4,203.4294;589.4045;446.0374;441.1990,581.2268;1684.0129;1274.3925;1260.5687,1;1;1;1,0,0
326.0,-2188.1907702139956,-410680.9526538324,4,204.5835;590.9675;448.0351;442.7845,584.5243;1688.4785;1280.1004;1265.0985,1;1;1;1,0,0
327.0,-2196.292013648254,-412877.24466748064,4,205.7375;592.5313;450.0325;444.3702,587.8215;1692.9466;1285.8072;1269.6292,1;1;1;1,0,0
328.0,-2204.394115238817,-415081.63878271944,4,206.8914;594.0960;452.0296;445.9563,591.1183;1697.4171;1291.5130;1274.1608,1;1;1;1,0,0
329.0,-2212.497064927635,-417294.1358476471,4,208.0451;595.6615;454.0262;447.5426,594.4147;1701.8900;1297.2178;1278.6931,1;1;1;1,0,0
330.0,-2220.6008528107127,-419514.7367004578,4,209.1988;597.2279;456.0226;449.1292,597.7107;1706.3654;1302.9217;1283.2263,1;1;1;1,0,0
331.0,-2228.7054691352337,-421743.44216959307,4,210.3522;598.7951;458.0186;450.7161,601.0064;1710.8431;1308.6245;1287.7604,1;1;1;1,0,0
332.0,-2236.810904296751,-423980.2530738898,4,211.5056;600.3631;460.0142;452.3033,604.3017;1715.3232;1314.3264;1292.2952,1;1;1;1,0,0
333.0,-2244.9171488364336,-426225.17022272624,4,212.6588;601.9319;462.0096;453.8908,607.5967;1719.8056;1320.0273;1296.8308,1;1;1;1,0,0
334.0,-2253.0241934383776,-428478.1944161646,4,213.8119;603.5016;464.0045;455.4785,610.8912;1724.2903;1325.7272;1301.3672,1;1;1;1,0,0
335.0,-2261.1320289269706,-430739.3264450916,4,214.9649;605.0721;465.9992;457.0665,614.1855;1728.7773;1331.4262;1305.9044,1;1;1;1,0,0
336.0,-2269.2406462643175,-433008.5670913559,4,216.1178;606.6433;467.9935;458.6548,617.4793;1733.2666;1337.1242;1310.4424,1;1;1;1,0,0
337.0,-2277.35003654772,-435285.9171279036,4,217.2705;608.2153;469.9874;460.2434,620.7729;1737.7581;1342.8213;1314.9812,1;1;1;1,0,0
338.0,-2285.460191007207,-437571.3773189108,4,218.4231;609.7882;471.9811;461.8322,624.0660;1742.2519;1348.5174;1319.5207,1;1;1;1,0,0
339.0,-2293.5711010031255,-439864.94841991394,4,219.5756;611.3618;473.9744;463.4213,627.3588;1746.7479;1354.2126;1324.0609,1;1;1;1,0,0
340.0,-2301.6827580237723,-442166.6311779377,4,220.7280;612.9361;475.9674;465.0107,630.6513;1751.2460;1359.9068;1328.6019,1;1;1;1,0,0
341.0,-2309.7951536830874,-444476.42633162084,4,221.8802;614.5112;477.9601;466.6003,633.9434;1755.7464;1365.6002;1333.1437,1;1;1;1,0,0
342.0,-2317.9082797183864,-446794.3346113392,4,223.0323;616.0871;479.9524;468.1902,637.2352;1760.2489;1371.2926;1337.6862,1;1;1;1,0,0
343.0,-2326.0221279881457,-449120.35673932737,4,224.1843;617.6637;481.9444;469.7803,640.5266;1764.7536;1376.9840;1342.2294,1;1;1;1,0,0
344.0,-2334.136690469836,-451454.4934297972,4,225.3362;619.2411;483.9361;471.3707,643.8177;1769.2603;1382.6746;1346.7733,1;1;1;1,0,0
